"CNVassociated","disgenet_curated","Ensembl","Entrez_gene","fromDisGeNET","fromPublication","fromWikiPathways","gdascore","gLayCluster","HGNCsymbol","name","name.copy","PathwayID","Publication.doi","selected","shared name","snpID","WPNodeID","WPNodeIDType"
,"PSYGENET","ENSG00000102934","51090","1",,,"0.3","519","PLLP","PLLP","PLLP",,,"false","PLLP",,,
"1",,"ENSG00000253251",,,,"1",,"241","SHLD3","SHLD3","SHLD3","WP5402",,"false","SHLD3",,"ENSG00000253251","ensembl"
,,"ENSG00000174939",,,"1",,,"520","ASPHD1","ASPHD1","ASPHD1",,"10.1038/s41586-022-04434-5","false","ASPHD1","rs9925915",,
,"PSYGENET","ENSG00000160868","1576","1",,,"0.34","170","CYP3A4","CYP3A4","CYP3A4",,,"false","CYP3A4",,,
"1",,"ENSG00000137497",,,,"1",,"165","NUMA1","NUMA1","ENSG00000137497;NUMA1","WP5346",,"false","NUMA1",,"ENSG00000137497","ensembl"
,"PSYGENET","ENSG00000187094","885","1",,,"0.4","164","CCK","CCK","CCK",,,"false","CCK",,,
,"PSYGENET","ENSG00000152034","84539","1",,,"0.31","454","MCHR2","MCHR2","MCHR2",,,"false","MCHR2",,,
,"PSYGENET","ENSG00000100038","8940","1",,,"0.32","521","TOP3B","TOP3B","TOP3B",,,"false","TOP3B",,,
,"PSYGENET","ENSG00000074317","6620","1",,,"0.31","522","SNCB","SNCB","SNCB",,,"false","SNCB",,,
"1",,"ENSG00000126467",,,,"1",,"272","TSKS","TSKS","ENSG00000126467;TSKS","WP4657",,"false","TSKS",,"ENSG00000126467","ensembl"
,"CTD_human","ENSG00000118432","1268","1",,,"0.6","164","CNR1","CNR1","CNR1",,,"false","CNR1",,,
"1",,"ENSG00000106683",,,,"1",,"171","LIMK1","LIMK, LIMK1","ENSG00000106683;LIMK, LIMK1","WP4932",,"false","LIMK, LIMK1",,"ENSG00000106683","ensembl"
"1",,"ENSG00000094916",,,,"1",,"166","CBX5","CBX5","CBX5;ENSG00000094916","WP4657",,"false","CBX5",,"ENSG00000094916","ensembl"
,"PSYGENET","ENSG00000105143","6511","1",,,"0.33","185","SLC1A6","SLC1A6","SLC1A6",,,"false","SLC1A6",,,
"1",,"ENSG00000186628",,,,"1",,"523","FSD2","FSD2","FSD2","WP5408",,"false","FSD2",,"ENSG00000186628","ensembl"
,"PSYGENET","ENSG00000148848","8038","1",,,"0.31","171","ADAM12","ADAM12","ADAM12",,,"false","ADAM12",,,
,,"ENSG00000175324",,,"1",,,"524","LSM1","LSM1","LSM1",,"10.1038/s41586-022-04434-5","false","LSM1","rs59498392",,
"1",,"ENSG00000135837",,,,"1",,"317","CEP350","CEP350","CEP350;ENSG00000135837","WP4906",,"false","CEP350",,"ENSG00000135837","ensembl"
"1",,"ENSG00000176884",,,,"1",,"164","GRIN1","GRIN1, NMDAR","ENSG00000176884;GRIN1, NMDAR","WP3584, WP4222, WP4875, WP5398",,"false","GRIN1, NMDAR",,"ENSG00000176884","ensembl"
"1",,"ENSG00000121552",,,,"1",,"166","CSTA","CSTA","CSTA;ENSG00000121552","WP5346",,"false","CSTA",,"ENSG00000121552","ensembl"
"1",,"ENSG00000245848",,,,"1",,"166","CEBPA","C/EBPα, CEBPA","C/EBPα, CEBPA;ENSG00000245848","WP5402",,"false","C/EBPα, CEBPA",,"ENSG00000245848","ensembl"
"1",,"ENSG00000156970",,,,"1",,"166","BUB1B","BUB1B","BUB1B;ENSG00000156970","WP5402",,"false","BUB1B",,"ENSG00000156970","ensembl"
,,"ENSG00000023171",,,"1",,,"525","GRAMD1B","GRAMD1B","GRAMD1B",,"10.1038/s41586-022-04434-5","false","GRAMD1B","rs77502336",,
,,"ENSG00000106462",,,,"1",,"166","EZH2","EZH2","ENSG00000106462;EZH2","WP3584",,"false","EZH2",,"ENSG00000106462","ensembl"
"1",,"ENSG00000105953",,,,"1",,"195","OGDH","OGDH","OGDH","WP4932",,"false","OGDH",,"ENSG00000105953","ensembl"
"1",,"ENSG00000072501",,,,"1",,"165","SMC1A","SMC1A","SMC1A","WP5402",,"false","SMC1A",,"ENSG00000072501","ensembl"
"1",,"ENSG00000099942",,,,"1",,"171","CRKL","CRKL","CRKL;ENSG00000099942","WP4657",,"false","CRKL",,"ENSG00000099942","ensembl"
,,"ENSG00000130005",,,,"1",,"368","GAMT","GAMT","GAMT","WP3584",,"false","GAMT",,"ENSG00000130005","ensembl"
"1",,"ENSG00000253649",,,,"1",,"526","PRSS51","PRSS51","PRSS51","WP5346",,"false","PRSS51",,"ENSG00000253649","ensembl"
,,"ENSG00000072062",,,,"1",,"164","PRKACA","PKA, PRKACA","ENSG00000072062;PKA, PRKACA","WP4222",,"false","PKA, PRKACA",,"ENSG00000072062","ensembl"
"1",,"ENSG00000072274",,,,"1",,"188","TFRC","TFR1, TFRC, TfR1 RNA","ENSG00000072274;TFR1, TFRC, TfR1 RNA","WP4906",,"false","TFR1, TFRC, TfR1 RNA",,"ENSG00000072274","ensembl"
,"PSYGENET","ENSG00000106278","5803","1",,,"0.34","171","PTPRZ1","PTPRZ1","PTPRZ1",,,"false","PTPRZ1",,,
,"PSYGENET","ENSG00000035687","159","1",,,"0.31","527","ADSS2","ADSS2","ADSS2",,,"false","ADSS2",,,
,,"ENSG00000181191",,,"1",,,"528","PJA1","PJA1","PJA1",,"10.1038/s41586-022-04434-5","false","PJA1","rs34539323",,
"1",,"ENSG00000049541",,,,"1",,"165","RFC2","RFC2","ENSG00000049541;RFC2","WP4932",,"false","RFC2",,"ENSG00000049541","ensembl"
"1",,"ENSG00000063515",,,,"1",,"529","GSC2","GSC2","GSC2","WP4657",,"false","GSC2",,"ENSG00000063515","ensembl"
,"PSYGENET","ENSG00000196220","9901","1",,,"0.5","171","SRGAP3","SRGAP3","SRGAP3",,,"false","SRGAP3",,,
,"PSYGENET","ENSG00000152332","127933","1",,,"0.35","530","UHMK1","UHMK1","UHMK1",,,"false","UHMK1",,,
"1",,"ENSG00000127191",,,,"1",,"171","TRAF2","TRAF2","ENSG00000127191;TRAF2","WP5406, WP5412",,"false","TRAF2",,"ENSG00000127191","ensembl"
,"PSYGENET","ENSG00000065989","5141","1",,"1","0.35","176","PDE4A","PDE4A","PDE4A","WP4222",,"false","PDE4A",,"ENSG00000065989","ensembl"
,"PSYGENET","ENSG00000122545","989","1",,,"0.31","188","SEPTIN7","SEPTIN7","SEPTIN7",,,"false","SEPTIN7",,,
,,"ENSG00000133687",,,"1",,,"164","TMTC1","TMTC1","TMTC1",,"10.1038/s41586-022-04434-5","false","TMTC1","rs7312697",,
"1",,"ENSG00000203618",,,,"1",,"188","GP1BB","GP1BB","ENSG00000203618;GP1BB","WP4657",,"false","GP1BB",,"ENSG00000203618","ensembl"
"1",,"ENSG00000089159",,,,"1",,"164","PXN","PXN","ENSG00000089159;PXN","WP4906",,"false","PXN",,"ENSG00000089159","ensembl"
,"CTD_human","ENSG00000137338","84547","1",,,"0.43","531","PGBD1","PGBD1","PGBD1",,,"false","PGBD1",,,
"1",,"ENSG00000148604",,,,"1",,"532","RGR","RGR","RGR","WP5402",,"false","RGR",,"ENSG00000148604","ensembl"
"1",,"ENSG00000119906",,,,"1",,"165","SLF2","SLF2","SLF2","WP5407",,"false","SLF2",,"Q8IX21","uniprot"
,"PSYGENET","ENSG00000148926","133","1",,,"0.33","533","ADM","ADM","ADM",,,"false","ADM",,,
,"PSYGENET","ENSG00000189221","4128","1",,"1","0.4","170","MAOA","MAOA","MAOA","WP408",,"false","MAOA",,"4128","ncbigene"
,,"ENSG00000170027",,,,"1",,"166","YWHAG","YWHAG","YWHAG","WP4875",,"false","YWHAG",,"ENSG00000170027","ensembl"
"1",,"ENSG00000114902",,,,"1",,"156","SPCS1","SPCS1","SPCS1","WP5408",,"false","SPCS1",,"ENSG00000114902","ensembl"
,,"ENSG00000197933",,,"1",,,"534","ZNF823","ZNF823","ZNF823",,"10.1038/s41586-022-04434-5","false","ZNF823","rs72986630",,
,"PSYGENET","ENSG00000110436","6506","1",,,"0.4","478","SLC1A2","SLC1A2","SLC1A2",,,"false","SLC1A2",,,
,"PSYGENET","ENSG00000141627","54808","1",,,"0.32","535","DYM","DYM","DYM",,,"false","DYM",,,
,"PSYGENET","ENSG00000198576","23237","1",,"1","0.37","171","ARC","ARC","ARC;ARC;ENSG00000198576","WP4875",,"false","ARC",,"ENSG00000198576","ensembl"
,"CTD_human","ENSG00000123384","4035","1",,,"0.31","171","LRP1","LRP1","LRP1",,,"false","LRP1",,,
,"PSYGENET","ENSG00000073792","10644","1",,,"0.31","171","IGF2BP2","IGF2BP2","IGF2BP2",,,"false","IGF2BP2",,,
,"CTD_human","ENSG00000257017","3240","1",,,"0.35","188","HP","HP","HP",,,"false","HP",,,
"1",,"ENSG00000101222",,,,"1",,"536","SPEF1","SPEF1","ENSG00000101222;SPEF1","WP5407",,"false","SPEF1",,"ENSG00000101222","ensembl"
,"PSYGENET","ENSG00000110786","84867","1",,,"0.34","166","PTPN5","PTPN5","PTPN5",,,"false","PTPN5",,,
,"PSYGENET","ENSG00000239264","81567","1",,,"0.31","537","TXNDC5","TXNDC5","TXNDC5",,,"false","TXNDC5",,,
,"PSYGENET","ENSG00000095303","5742","1",,,"0.33","170","PTGS1","PTGS1","PTGS1",,,"false","PTGS1",,,
,"PSYGENET","ENSG00000104763","427","1",,,"0.31","538","ASAH1","ASAH1","ASAH1",,,"false","ASAH1",,,
,"PSYGENET","ENSG00000101204","1137","1",,,"0.4","186","CHRNA4","CHRNA4","CHRNA4",,,"false","CHRNA4",,,
,,"ENSG00000204962",,,"1",,,"539","PCDHA8","PCDHA8","PCDHA8",,"10.1038/s41586-022-04434-5","false","PCDHA8","rs246024",,
"1",,"ENSG00000003137",,,,"1",,"170","CYP26B1","CYP26B1","CYP26B1","WP4657",,"false","CYP26B1",,"ENSG00000003137","ensembl"
,"PSYGENET","ENSG00000143603","3782","1",,,"0.4","164","KCNN3","KCNN3","KCNN3",,,"false","KCNN3",,,
,"PSYGENET","ENSG00000075429","27091","1",,,"0.32","164","CACNG5","CACNG5","CACNG5",,,"false","CACNG5",,,
"1","CTD_human","ENSG00000149295","1813","1",,"1","0.4","170","DRD2","DRD2","DRD2;DRD2;ENSG00000149295","WP4222, WP4657",,"false","DRD2",,"ENSG00000149295","ensembl"
,"PSYGENET","ENSG00000132693","1401","1",,,"0.4","188","CRP","CRP","CRP",,,"false","CRP",,,
,"CTD_human","ENSG00000078808","51150","1",,,"0.3","196","SDF4","SDF4","SDF4",,,"false","SDF4",,,
"1","PSYGENET","ENSG00000177606","3725","1",,"1","0.33","166","JUN","AP1, JUN, c-JUN, c-Jun, c-jun, cJUN;JUN","JUN","WP4906",,"false","AP1, JUN, c-JUN, c-Jun, c-jun, cJUN;JUN",,"ENSG00000177606","ensembl"
"1",,"ENSG00000130368",,,,"1",,"540","MAS1","MAS1","ENSG00000130368;MAS1","WP5402",,"false","MAS1",,"ENSG00000130368","ensembl"
"1",,"ENSG00000177082",,,,"1",,"541","WDR73","WDR73","WDR73","WP5408",,"false","WDR73",,"ENSG00000177082","ensembl"
,,"ENSG00000161277",,,"1",,,"542","THAP8","THAP8","THAP8",,"10.1038/s41586-022-04434-5","false","THAP8","rs3810450",,
,"CTD_human","ENSG00000184588","5142","1","1","1","0.5","176","PDE4B","PDE4B","PDE4B","WP4222","10.1038/s41586-022-04434-5","false","PDE4B","rs6588168","ENSG00000184588","ensembl"
,"PSYGENET","ENSG00000146276","2569","1",,,"0.31","238","GABRR1","GABRR1","GABRR1",,,"false","GABRR1",,,
,"CTD_human","ENSG00000108576","6532","1",,,"0.4","170","SLC6A4","SLC6A4","SLC6A4",,,"false","SLC6A4",,,
,"PSYGENET","ENSG00000005421","5444","1",,,"0.35","171","PON1","PON1","PON1",,,"false","PON1",,,
"1",,"ENSG00000196338",,,,"1",,"164","NLGN3","NLGN3","ENSG00000196338;NLGN3","WP4875, WP5398",,"false","NLGN3",,"ENSG00000196338","ensembl"
"1",,"ENSG00000137845",,,,"1",,"184","ADAM10","ADAM10","ADAM10;ENSG00000137845","WP4906, WP5402",,"false","ADAM10",,"ENSG00000137845","ensembl"
,,"ENSG00000176165",,,,"1",,"178","FOXG1","FOXG1","ENSG00000176165;FOXG1","WP3584",,"false","FOXG1",,"ENSG00000176165","ensembl"
,"PSYGENET","ENSG00000100146","6663","1",,,"0.38","184","SOX10","SOX10","SOX10",,,"false","SOX10",,,
"1",,"ENSG00000184206",,,,"1",,"543","GOLGA6L4","GOLGA6L4","GOLGA6L4","WP5408",,"false","GOLGA6L4",,"ENSG00000184206","ensembl"
"1",,"ENSG00000103148",,,,"1",,"191","NPRL3","NPRL3","NPRL3","WP4657",,"false","NPRL3",,"ENSG00000103148","ensembl"
,,"ENSG00000163673",,,"1",,,"544","DCLK3","DCLK3","DCLK3",,"10.1038/s41586-022-04434-5","false","DCLK3","rs4678552",,
,"PSYGENET","ENSG00000163171","10602","1",,,"0.31","171","CDC42EP3","CDC42EP3","CDC42EP3",,,"false","CDC42EP3",,,
,"PSYGENET","ENSG00000197110","282617","1",,,"0.31","171","IFNL3","IFNL3","IFNL3",,,"false","IFNL3",,,
"1","PSYGENET","ENSG00000100030","5594","1",,"1","0.34","166","MAPK1","MAPK1","MAPK1","WP4875",,"false","MAPK1",,"5594","ensembl;ncbigene"
,"PSYGENET","ENSG00000162761","4009","1",,,"0.32","545","LMX1A","LMX1A","LMX1A",,,"false","LMX1A",,,
,,"ENSG00000065609",,,"1",,,"369","SNAP91","SNAP91","SNAP91",,"10.1038/s41586-022-04434-5","false","SNAP91","rs2022265",,
"1",,"ENSG00000149257",,,,"1",,"546","SERPINH1","SERPINH1","ENSG00000149257;SERPINH1","WP4942, WP5407",,"false","SERPINH1",,"ENSG00000149257","ensembl"
"1",,"ENSG00000107779",,,,"1",,"215","BMPR1A","BMPR1, BMPR1A","BMPR1, BMPR1A;ENSG00000107779","WP5402",,"false","BMPR1, BMPR1A",,"ENSG00000107779","ensembl"
,"PSYGENET","ENSG00000109471","3558","1",,,"0.4","171","IL2","IL2","IL2",,,"false","IL2",,,
,,"ENSG00000123360",,,,"1",,"176","PDE1B","PDE1B","ENSG00000123360;PDE1B","WP4222",,"false","PDE1B",,"ENSG00000123360","ensembl"
,,"ENSG00000187605",,,,"1",,"166","TET3","TET3","TET3","WP3584",,"false","TET3",,"ENSG00000187605","ensembl"
"1",,"ENSG00000126216",,,,"1",,"216","TUBGCP3","TUBGCP3","TUBGCP3","WP4940",,"false","TUBGCP3",,"ENSG00000126216","ensembl"
"1",,"ENSG00000198899",,,,"1",,"195","MT-ATP6","ATP6, MT-ATP6","ATP6, MT-ATP6","WP4932",,"false","ATP6, MT-ATP6",,"ENSG00000198899","ensembl"
"1",,"ENSG00000064726",,,,"1",,"166","BTBD1","BTBD1","BTBD1;ENSG00000064726","WP5408",,"false","BTBD1",,"ENSG00000064726","ensembl"
,"PSYGENET","ENSG00000170579","9229","1",,"1","0.34","164","DLGAP1","DLGAP1","DLGAP1","WP4875",,"false","DLGAP1",,"ENSG00000170579","ensembl"
"1",,"ENSG00000099901",,,,"1",,"166","RANBP1","RANBP1","ENSG00000099901;RANBP1","WP4657",,"false","RANBP1",,"ENSG00000099901","ensembl"
,"PSYGENET","ENSG00000134001","1965","1",,,"0.31","193","EIF2S1","EIF2S1","EIF2S1",,,"false","EIF2S1",,,
,"PSYGENET","ENSG00000231925","6892","1",,,"0.31","175","TAPBP","TAPBP","TAPBP",,,"false","TAPBP",,,
,"CTD_human","ENSG00000154822","23228","1",,,"0.4","547","PLCL2","PLCL2","PLCL2",,,"false","PLCL2",,,
,"CTD_human","ENSG00000178127","4729","1",,,"0.39","195","NDUFV2","NDUFV2","NDUFV2",,,"false","NDUFV2",,,
"1",,"ENSG00000143365",,,,"1",,"166","RORC","RORC","P51449;RORC","WP4657",,"false","RORC",,"P51449","ensembl;uniprot"
,"PSYGENET","ENSG00000161955","8741","1",,,"0.31","548","TNFSF13","TNFSF13","TNFSF13",,,"false","TNFSF13",,,
"1","PSYGENET","ENSG00000138758","55752","1",,"1","0.3","188","SEPTIN11","SEPTIN11","ENSG00000138758;SEPTIN11;SEPTIN11","WP4657",,"false","SEPTIN11",,"ENSG00000138758","ensembl"
"1","PSYGENET","ENSG00000171791","596","1",,"1","0.32","166","BCL2","BCL-2, BCL2, BCL2 Anti-apoptotic, BCLXL, Bcl-2;BCL2","BCL2","WP4657",,"false","BCL-2, BCL2, BCL2 Anti-apoptotic, BCLXL, Bcl-2;BCL2",,"ENSG00000171791","ensembl"
"1",,"ENSG00000184470",,,,"1",,"342","TXNRD2","TXNRD2","TXNRD2","WP4657",,"false","TXNRD2",,"ENSG00000184470","ensembl;ncbigene"
"1",,"ENSG00000107796",,,,"1",,"188","ACTA2","ACTA2","ACTA2;ENSG00000107796","WP4657",,"false","ACTA2",,"ENSG00000107796","ensembl"
,"PSYGENET","ENSG00000196517","6536","1",,,"0.4","549","SLC6A9","SLC6A9","SLC6A9",,,"false","SLC6A9",,,
,"PSYGENET","ENSG00000107859","5309","1",,,"0.32","312","PITX3","PITX3","PITX3",,,"false","PITX3",,,
"1",,"ENSG00000185115",,,,"1",,"165","NSMCE3","NSMCE3","NSMCE3","WP5407",,"false","NSMCE3",,"Q96MG7","ensembl;uniprot"
,"PSYGENET","ENSG00000198223","1438","1",,,"0.34","171","CSF2RA","CSF2RA","CSF2RA",,,"false","CSF2RA",,,
,"CTD_human","ENSG00000134460","3559","1",,,"0.32","171","IL2RA","IL2RA","IL2RA",,,"false","IL2RA",,,
"1",,"ENSG00000111640",,,,"1",,"171","GAPDH","GAPDH","ENSG00000111640;GAPDH","WP4932",,"false","GAPDH",,"ENSG00000111640","ensembl"
,"PSYGENET","ENSG00000147955","10280","1",,,"0.36","164","SIGMAR1","SIGMAR1","SIGMAR1",,,"false","SIGMAR1",,,
,,"ENSG00000143199",,,,"1",,"164","ADCY10","AC, ADCY10","AC, ADCY10","WP4222",,"false","AC, ADCY10",,"ENSG00000143199","ensembl"
"1",,"ENSG00000176428",,,,"1",,"251","VPS37D","VPS37D","VPS37D","WP4932",,"false","VPS37D",,"ENSG00000176428","ensembl"
,"CTD_human","ENSG00000102468","3356","1",,,"0.7","164","HTR2A","HTR2A","HTR2A",,,"false","HTR2A",,,
"1",,"ENSG00000163961",,,,"1",,"166","RNF168","RNF168","ENSG00000163961;RNF168","WP4906",,"false","RNF168",,"ENSG00000163961","ensembl"
,,"ENSG00000115073",,,"1",,,"550","ACTR1B","ACTR1B","ACTR1B",,"10.1038/s41586-022-04434-5","false","ACTR1B","rs7575796",,
,"PSYGENET","ENSG00000186318","23621","1",,,"0.58","184","BACE1","BACE1","BACE1",,,"false","BACE1",,,
,"PSYGENET","ENSG00000174808","685","1",,,"0.31","171","BTC","BTC","BTC",,,"false","BTC",,,
"1","PSYGENET","ENSG00000169992","57555","1",,"1","0.54","164","NLGN2","NLGN2","ENSG00000169992;NLGN2;NLGN2","WP4875, WP5398",,"false","NLGN2",,"ENSG00000169992","ensembl"
"1",,"ENSG00000102043",,,,"1",,"362","MTMR8","MTMR8","ENSG00000102043;MTMR8","WP5346",,"false","MTMR8",,"ENSG00000102043","ensembl"
,"PSYGENET","ENSG00000085563","5243","1",,,"0.5","170","ABCB1","ABCB1","ABCB1",,,"false","ABCB1",,,
,"PSYGENET","ENSG00000072518","2011","1",,,"0.4","551","MARK2","MARK2","MARK2",,,"false","MARK2",,,
,"CTD_human","ENSG00000051382","5291","1",,,"0.37","171","PIK3CB","PIK3CB","PIK3CB",,,"false","PIK3CB",,,
,"PSYGENET","ENSG00000151067","775","1","1",,"0.5","164","CACNA1C","CACNA1C","CACNA1C",,"10.1038/s41586-022-04434-5","false","CACNA1C","rs10774034",,
,"PSYGENET","ENSG00000182010","219790","1",,,"0.41","552","RTKN2","RTKN2","RTKN2",,,"false","RTKN2",,,
"1",,"ENSG00000173281",,,,"1",,"164","PPP1R3B","PPP1R3B","PPP1R3B","WP5346",,"false","PPP1R3B",,"ENSG00000173281","ensembl"
,"CTD_human","ENSG00000058404","816","1",,"1","0.32","164","CAMK2B","CAMK2B;CAMK2B, CaMK2B","CAMK2B","WP4875",,"false","CAMK2B;CAMK2B, CaMK2B",,"ENSG00000058404","ensembl"
"1","PSYGENET","ENSG00000168959","2915","1",,"1","0.6","164","GRM5","GRM5","ENSG00000168959;GRM5;GRM5","WP5408",,"false","GRM5",,"ENSG00000168959","ensembl"
,"PSYGENET","ENSG00000179603","2918","1",,,"0.36","164","GRM8","GRM8","GRM8",,,"false","GRM8",,,
,"CTD_human","ENSG00000183647","348327","1",,,"0.3","553","ZNF530","ZNF530","ZNF530",,,"false","ZNF530",,,
,"PSYGENET","ENSG00000203797","8528","1",,,"0.33","554","DDO","DDO","DDO",,,"false","DDO",,,
"1","PSYGENET","ENSG00000184058","6899","1",,"1","0.5","555","TBX1","TBX1","ENSG00000184058;TBX1;TBX1","WP4657",,"false","TBX1",,"ENSG00000184058","ensembl"
,"PSYGENET","ENSG00000164128","4886","1",,,"0.32","164","NPY1R","NPY1R","NPY1R",,,"false","NPY1R",,,
,,"ENSG00000118515",,,,"1",,"166","SGK1","SGK1","SGK1","WP3584",,"false","SGK1",,"ENSG00000118515","ensembl"
"1",,"ENSG00000132341",,,,"1",,"166","RAN","RAN","RAN","WP4657",,"false","RAN",,"ENSG00000132341","ensembl"
"1",,"ENSG00000139722",,,,"1",,"251","VPS37B","VPS37B","VPS37B","WP4932",,"false","VPS37B",,"ENSG00000139722","ensembl"
,"PSYGENET","ENSG00000143801","5664","1",,,"0.34","171","PSEN2","PSEN2","PSEN2",,,"false","PSEN2",,,
,"CTD_human","ENSG00000182621","23236","1",,,"0.54","164","PLCB1","PLCB1","PLCB1",,,"false","PLCB1",,,
"1",,"ENSG00000171056",,,,"1",,"556","SOX7","SOX7","SOX7","WP5346",,"false","SOX7",,"ENSG00000171056","ensembl"
"1",,"ENSG00000009950",,,,"1",,"190","MLXIPL","MLXIPL","ENSG00000009950;MLXIPL","WP4932",,"false","MLXIPL",,"ENSG00000009950","ensembl"
,,"ENSG00000102471",,,"1",,,"557","NDFIP2","NDFIP2","NDFIP2",,"10.1038/s41586-022-04434-5","false","NDFIP2","rs9545047",,
"1",,"ENSG00000118007",,,,"1",,"165","STAG1","STAG1","STAG1","WP5402",,"false","STAG1",,"ENSG00000118007","ensembl"
"1",,"ENSG00000275835",,,,"1",,"216","TUBGCP5","TUBGCP5","TUBGCP5","WP4940",,"false","TUBGCP5",,"ENSG00000275835","ensembl"
"1",,"ENSG00000136404",,,,"1",,"558","TM6SF1","TM6SF1","TM6SF1","WP5408",,"false","TM6SF1",,"ENSG00000136404","ensembl"
,"PSYGENET","ENSG00000186951","5465","1",,,"0.35","166","PPARA","PPARA","PPARA",,,"false","PPARA",,,
"1",,"ENSG00000009954",,,,"1",,"166","BAZ1B","BAZ1B","BAZ1B","WP4932",,"false","BAZ1B",,"Q9UIG0","ensembl;uniprot"
,"PSYGENET","ENSG00000124479","4693","1",,,"0.31","559","NDP","NDP","NDP",,,"false","NDP",,,
"1","PSYGENET","ENSG00000129757","1028","1",,"1","0.31","166","CDKN1C","CDKN1C","CDKN1C;CDKN1C;ENSG00000129757","WP4932",,"false","CDKN1C",,"ENSG00000129757","ensembl"
"1",,"ENSG00000144381",,,,"1",,"171","HSPD1","HSPD1","ENSG00000144381;HSPD1","WP5346",,"false","HSPD1",,"ENSG00000144381","ensembl"
,,"ENSG00000114054",,,"1",,,"560","PCCB","PCCB","PCCB",,"10.1038/s41586-022-04434-5","false","PCCB","rs7432375",,
,"PSYGENET","ENSG00000135441","2647","1",,,"0.3","176","BLOC1S1","BLOC1S1","BLOC1S1",,,"false","BLOC1S1",,,
,"CTD_human","ENSG00000105866","6671","1","1",,"0.66","561","SP4","SP4","SP4",,"10.1038/s41586-022-04434-5","false","SP4","rs7811417",,
"1",,"ENSG00000172071",,,,"1",,"166","EIF2AK3","EIF2AK3, PERK","EIF2AK3, PERK;ENSG00000172071","WP4932",,"false","EIF2AK3, PERK",,"ENSG00000172071","ensembl"
"1",,"ENSG00000140525",,,,"1",,"165","FANCI","FANCI","ENSG00000140525;FANCI","WP5407",,"false","FANCI",,"ENSG00000140525","ensembl"
"1","PSYGENET","ENSG00000116478","3065","1",,"1","0.36","166","HDAC1","HDAC1","HDAC1","WP3584, WP5407",,"false","HDAC1",,"ENSG00000116478","ensembl"
,"CTD_human","ENSG00000108691","6347","1",,,"0.4","171","CCL2","CCL2","CCL2",,,"false","CCL2",,,
,"PSYGENET","ENSG00000166579","81565","1",,,"0.4","176","NDEL1","NDEL1","NDEL1",,,"false","NDEL1",,,
,,"ENSG00000133256",,,,"1",,"176","PDE6B","PDE6B","PDE6B","WP4222",,"false","PDE6B",,"ENSG00000133256","ensembl"
,"PSYGENET","ENSG00000117009","8564","1",,,"0.6","170","KMO","KMO","KMO",,,"false","KMO",,,
,"CTD_human","ENSG00000189134","222698","1",,,"0.43","562","NKAPL","NKAPL","NKAPL",,,"false","NKAPL",,,
"1",,"ENSG00000100644",,,,"1",,"166","HIF1A","HIF1A, Hypoxia-inducible  factor-1 alpha","ENSG00000100644;HIF1A, Hypoxia-inducible  factor-1 alpha","WP4906",,"false","HIF1A, Hypoxia-inducible  factor-1 alpha",,"ENSG00000100644","ensembl"
,,"ENSG00000132915",,,,"1",,"176","PDE6A","PDE6A","PDE6A","WP4222",,"false","PDE6A",,"ENSG00000132915","ensembl"
,"CTD_human","ENSG00000105976","4233","1",,,"0.35","171","MET","MET","MET",,,"false","MET",,,
,,"ENSG00000169057",,,,"1",,"170","MECP2","MECP2","ENSG00000169057;MECP2","WP3584",,"false","MECP2",,"ENSG00000169057","ensembl"
,"PSYGENET","ENSG00000184916","3714","1",,,"0.31","247","JAG2","JAG2","JAG2",,,"false","JAG2",,,
,,"ENSG00000055147",,,"1",,,"563","FAM114A2","FAM114A2","FAM114A2",,"10.1038/s41586-022-04434-5","false","FAM114A2","rs815609",,
"1",,"ENSG00000113360",,,,"1",,"166","DROSHA","DROSHA","DROSHA","WP4657",,"false","DROSHA",,"ENSG00000113360","ensembl"
,,"ENSG00000139053",,,,"1",,"297","PDE6H","PDE6H","PDE6H","WP4222",,"false","PDE6H",,"ENSG00000139053","ensembl"
,"PSYGENET","ENSG00000147588","5375","1",,,"0.31","564","PMP2","PMP2","PMP2",,,"false","PMP2",,,
"1",,"ENSG00000089163",,,,"1",,"170","SIRT4","SIRT4","ENSG00000089163;SIRT4","WP5402",,"false","SIRT4",,"ENSG00000089163","ensembl"
,"PSYGENET","ENSG00000007129","90273","1",,,"0.41","565","CEACAM21","CEACAM21","CEACAM21",,,"false","CEACAM21",,,
"1","PSYGENET","ENSG00000185838","54584","1",,"1","0.35","566","GNB1L","GNB1L","ENSG00000185838;GNB1L;GNB1L","WP4657",,"false","GNB1L",,"ENSG00000185838","ensembl"
,"CTD_human","ENSG00000078674","5108","1",,,"0.38","165","PCM1","PCM1","PCM1",,,"false","PCM1",,,
,"PSYGENET","ENSG00000104888","57030","1",,,"0.4","170","SLC17A7","SLC17A7","SLC17A7",,,"false","SLC17A7",,,
,"PSYGENET","ENSG00000213923","1454","1",,,"0.32","166","CSNK1E","CSNK1E","CSNK1E",,,"false","CSNK1E",,,
,"CTD_human","ENSG00000105723","2931","1",,,"0.32","166","GSK3A","GSK3A","GSK3A",,,"false","GSK3A",,,
,,"ENSG00000104765",,,"1",,,"166","BNIP3L","BNIP3L","BNIP3L",,"10.1038/s41586-022-04434-5","false","BNIP3L","rs3808581",,
,"PSYGENET","ENSG00000256762","246744","1",,,"0.32","167","STH","STH","STH",,,"false","STH",,,
