PathwayID	PathwayTitle	Identifier	name	Ensembl	NodeIDType	CNVassociated	NodeID
WP4657	22q11.2 copy number variation syndrome	MIMAT0003319	hsa-mir-649		mirbase.mature	1	MIMAT0003319
WP4875, WP4940	15q11.2 copy number variation syndrome, Disruption of postsynaptic signaling by CNV	ENSG00000102081	FMR1	ENSG00000102081	ensembl	1	ENSG00000102081
WP4657	22q11.2 copy number variation syndrome	CHEBI:29016	Arginine, L-arginine, arginine		chebi	1	CHEBI:29016
WP2781	Signaling by ERBB4	P05814	CSN2	ENSG00000135222	uniprot	0	P05814
WP5407	15q11q13 copy number variation	http://rdf.wikipathways.org/Pathway/WP5407_r127173/Complex/f1182	SMC5-SMC6 SUMO
ligase complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5407_r127173/Complex/f1182
WP4932	7q11.23 copy number variation syndrome	Q9NR30	DDX21	ENSG00000165732	uniprot	1	Q9NR30
WP5346	8p23.1 copy number variation syndrome	WP3558	Beta-catenin independent WNT signaling		wikipathways	1	WP3558
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000114166	KAT2B, PCAF	ENSG00000114166	ensembl	1	ENSG00000114166
WP4932	7q11.23 copy number variation syndrome	ENSG00000010671	BTK	ENSG00000010671	ensembl	1	ENSG00000010671
WP3584	MECP2 and associated Rett syndrome	ENSG00000033170	FUT8	ENSG00000033170	ensembl	0	ENSG00000033170
WP4932	7q11.23 copy number variation syndrome	ENSG00000071462	BUD23	ENSG00000071462	ensembl	1	ENSG00000071462
WP4222	Phosphodiesterases in neuronal function	ENSG00000061918	GUCY1B1, GUCY1B3	ENSG00000061918	ensembl	0	ENSG00000061918
WP5402	10q22q23 copy number variation	ENSG00000112715	VEGF, VEGFA, VEGFA gene	ENSG00000112715	ensembl	1	ENSG00000112715
WP4906	3q29 copy number variation syndrome	WP4536	Genes related to primary cilium development, Primary Cilia, Primary cilium development		wikipathways	1	WP4536
WP408	Oxidative stress response	4790	NF-kappa-B, NFKB, NFKB1, NFkB	ENSG00000109320	ncbigene	0	4790
WP4905	1q21.1 copy number variation syndrome	ENSG00000171016	PYGO, PYGO1	ENSG00000171016	ensembl	1	ENSG00000171016
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	WP78	Citrate Cycle, Citrate cycle (TCA cycle), Citric acid cycle, Cytric acid cycle (Krebs cycle), Kreb's Cycle, OXPHOS  pathway, TCA (Krebs) cycle, TCA (Krebs)cycle, TCA Cycle, TCA cycle, Tricarboxylic acid cycle, citrate cycle		wikipathways	1	WP78
WP4657	22q11.2 copy number variation syndrome	ENSG00000273311	DGCR11	ENSG00000273311	ensembl	1	ENSG00000273311
WP5407	15q11q13 copy number variation	ENSG00000154639	CAR CXADR, CXADR	ENSG00000154639	ensembl	1	ENSG00000154639
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000139112	GABARAPL1	ENSG00000139112	ensembl	1	ENSG00000139112
WP4906	3q29 copy number variation syndrome	ENSG00000233487	RPSAP69	ENSG00000233487	ensembl	1	ENSG00000233487
WP5346	8p23.1 copy number variation syndrome	ENSG00000103126	AXIN1, AXIN1 gene	ENSG00000103126	ensembl	1	ENSG00000103126
WP5408	15q25 copy number variation	ENSG00000135577	NMBR	ENSG00000135577	ensembl	1	ENSG00000135577
WP4932, WP5346	7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome	CHEBI:82620	L-tyrosine-O-phosphate(2−) residue, O-phospho-L-tyrosyl-[protein]		chebi	1	CHEBI:82620
WP4657	22q11.2 copy number variation syndrome	ENSG00000198911	SREBF2, SREBP2, nSREBP2	ENSG00000198911	ensembl	1	ENSG00000198911
WP5406	13q12.12 copy number variation	ENSG00000136238	RAC1	ENSG00000136238	ensembl	1	ENSG00000136238
WP5405	13q12 or CRYL1 copy number variation	ENSG00000165475	CRYL1	ENSG00000165475	ensembl	1	ENSG00000165475
WP408	Oxidative stress response	2953	GSTT2	ENSG00000099984	ncbigene	0	2953
WP5407	15q11q13 copy number variation	ENSG00000125967	NECAB3	ENSG00000125967	ensembl	1	ENSG00000125967
WP4875	Disruption of postsynaptic signaling by CNV	9369	NRXN3	ENSG00000021645	ncbigene	1	9369
WP2781	Signaling by ERBB4	P18507	GABRG2	ENSG00000113327	uniprot	0	P18507
WP4905	1q21.1 copy number variation syndrome	ENSG00000131778	CHD1L, CHD1L (ALC1)	ENSG00000131778	ensembl	1	ENSG00000131778
WP4906	3q29 copy number variation syndrome	ENSG00000163975	MELTF	ENSG00000163975	ensembl	1	ENSG00000163975
WP5402	10q22q23 copy number variation	ENSG00000118007	STAG1	ENSG00000118007	ensembl	1	ENSG00000118007
WP4222	Phosphodiesterases in neuronal function	HMDB0003378	NO, Nitric oxide		hmdb	0	HMDB0003378
WP5408	15q25 copy number variation	ENSG00000129128	SPCS3	ENSG00000129128	ensembl	1	ENSG00000129128
WP3584	MECP2 and associated Rett syndrome	ENSG00000118515	SGK1, SGK1 gene	ENSG00000118515	ensembl	0	ENSG00000118515
WP5346	8p23.1 copy number variation syndrome	ENSG00000104643	MTMR9	ENSG00000104643	ensembl	1	ENSG00000104643
WP4657	22q11.2 copy number variation syndrome	ENSG00000172175	MALT1	ENSG00000172175	ensembl	1	ENSG00000172175
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000169918	OTUD7A	ENSG00000169918	ensembl	1	ENSG00000169918
WP5402	10q22q23 copy number variation	ENSG00000107771	CCSER2	ENSG00000107771	ensembl	1	ENSG00000107771
WP4906	3q29 copy number variation syndrome	ENSG00000079974	RABL2B	ENSG00000079974	ensembl	1	ENSG00000079974
WP4942	15q13.3 copy number variation syndrome	ENSG00000113262	GRM6	ENSG00000113262	ensembl	1	ENSG00000113262
WP4222	Phosphodiesterases in neuronal function	ENSG00000205268	PDE7A	ENSG00000205268	ensembl	0	ENSG00000205268
WP4657	22q11.2 copy number variation syndrome	HMDB0000214	Ornithine, ornithine		hmdb	1	HMDB0000214
WP4657	22q11.2 copy number variation syndrome	ENSG00000099917	ARC105, MED15	ENSG00000099917	ensembl	1	ENSG00000099917
WP3584	MECP2 and associated Rett syndrome	ENSG00000184486	BRN2	ENSG00000184486	ensembl	0	ENSG00000184486
WP4932	7q11.23 copy number variation syndrome	ENSG00000161011	SQSTM1	ENSG00000161011	ensembl	1	ENSG00000161011
WP4222	Phosphodiesterases in neuronal function	ENSG00000162104	ADCY9	ENSG00000162104	ensembl	0	ENSG00000162104
WP3584	MECP2 and associated Rett syndrome	MIMAT0004614	hsa-miR-193a-5p		mirbase.mature	0	MIMAT0004614
WP2781	Signaling by ERBB4	P03372	ER1, ERa, ESR1, Estrogen receptor alpha, Me260-ESR1, Me260-PalmS-ESR1, PalmS-ESR1, SUMO1-5K-ESR1, p-S118-ESR1	ENSG00000091831	uniprot	0	P03372
WP4657	22q11.2 copy number variation syndrome	ENSG00000203618	GP1BB	ENSG00000203618	ensembl	1	ENSG00000203618
WP4932	7q11.23 copy number variation syndrome	ENSG00000160948	VPS28	ENSG00000160948	ensembl	1	ENSG00000160948
WP4657	22q11.2 copy number variation syndrome	ENSG00000072310	SREBF1, SREBF1 gene, SREBP1, SREBP1a,-c, SREBP1a-c, nSREBP, nSREBP1a,-c	ENSG00000072310	ensembl	1	ENSG00000072310
WP4940, WP5346, WP5402, WP5407	10q22q23 copy number variation, 15q11.2 copy number variation syndrome, 15q11q13 copy number variation, 8p23.1 copy number variation syndrome	CHEBI:18420	MG2+, Magnesium 2+, Mg(2+), Mg2+, Mg2+ [Golgi membrane], Mg2+ [plasma membrane]		chebi	1	CHEBI:18420
WP5402	10q22q23 copy number variation	ENSG00000107779	BMPR1, BMPR1A	ENSG00000107779	ensembl	1	ENSG00000107779
WP4222	Phosphodiesterases in neuronal function	HMDB0001397	GMP, Guanosine monophosphate		hmdb	0	HMDB0001397
WP4932	7q11.23 copy number variation syndrome	ENSG00000106077	ABHD11	ENSG00000106077	ensembl	1	ENSG00000106077
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000148660	CAMK2G, CaMK2G	ENSG00000148660	ensembl	1	ENSG00000148660
WP4905	1q21.1 copy number variation syndrome	ENSG00000158769	F11R	ENSG00000158769	ensembl	1	ENSG00000158769
WP2781	Signaling by ERBB4	R-HSA-1254284	ERBB4s80:p-Y694-STAT5A		reactome	0	R-HSA-1254284
WP2781	Signaling by ERBB4	Q96BI3	APH1A	ENSG00000117362	uniprot	0	Q96BI3
WP5408	15q25 copy number variation	CHEBI:17562	Cyt-Rib, Cytidine		chebi	1	CHEBI:17562
WP3584	MECP2 and associated Rett syndrome	ENSG00000169057	MECP2	ENSG00000169057	ensembl	0	ENSG00000169057
WP4932	7q11.23 copy number variation syndrome	CHEBI:15414	2 * SAM, AdoMet, S-Adenosylmethionine, S-adenosyl-L-methionine, S-adenosylmethionine, SAM		chebi	1	CHEBI:15414
WP2781	Signaling by ERBB4	R-HSA-1253328	ERBB4s80:TAB2:NCOR1		reactome	0	R-HSA-1253328
WP4932	7q11.23 copy number variation syndrome	ENSG00000157168	NRG1	ENSG00000157168	ensembl	1	ENSG00000157168
WP4657	22q11.2 copy number variation syndrome	O15547	P2RX6	ENSG00000099957	uniprot	1	O15547
WP5346	8p23.1 copy number variation syndrome	WP4752	Base Excision Repair (BER), Base excision repair		wikipathways	1	WP4752
WP4932	7q11.23 copy number variation syndrome	ENSG00000172071	EIF2AK3, PERK	ENSG00000172071	ensembl	1	ENSG00000172071
WP4932	7q11.23 copy number variation syndrome	O75533	SF3B1	ENSG00000115524	uniprot	1	O75533
WP3584	MECP2 and associated Rett syndrome	MIMAT0000088	hsa-miR-30a-3p		mirbase.mature	0	MIMAT0000088
WP2781	Signaling by ERBB4	P46937	YAP1, p-5S-YAP1, p-S127-YAP1, p-Y-YAP1, p-Y407-YAP1	ENSG00000137693	uniprot	0	P46937
WP5346	8p23.1 copy number variation syndrome	ENSG00000152595	MEPE	ENSG00000152595	ensembl	1	ENSG00000152595
WP4657, WP5406	13q12.12 copy number variation, 22q11.2 copy number variation syndrome	ENSG00000040608	RTN4R	ENSG00000040608	ensembl	1	ENSG00000040608
WP5402	10q22q23 copy number variation	ENSG00000253251	SHLD3	ENSG00000253251	ensembl	1	ENSG00000253251
WP4657	22q11.2 copy number variation syndrome	P51449	RORC	ENSG00000143365	uniprot	1	P51449
WP2781	Signaling by ERBB4	P01116-1	S-Farn-Me-PalmS KRAS4A		uniprot	0	P01116-1
WP4905	1q21.1 copy number variation syndrome	ENSG00000121743	GJA3	ENSG00000121743	ensembl	1	ENSG00000121743
WP5402	10q22q23 copy number variation	ENSG00000154165	GPR15	ENSG00000154165	ensembl	1	ENSG00000154165
WP4932	7q11.23 copy number variation syndrome	ENSG00000158773	USF1	ENSG00000158773	ensembl	1	ENSG00000158773
WP2781	Signaling by ERBB4	R-HSA-2028269	Signaling by Hippo		reactome	0	R-HSA-2028269
WP4932	7q11.23 copy number variation syndrome	ENSG00000026103	FAS, FAS Gene	ENSG00000026103	ensembl	1	ENSG00000026103
WP5402	10q22q23 copy number variation	ENSG00000109320	NF-KB, NF-kB, NFKB, NFKB1, NFKB1 p105, NFkB, p50, p50/p52	ENSG00000109320	ensembl	1	ENSG00000109320
WP4905	1q21.1 copy number variation syndrome	ENSG00000163348	PYGO2	ENSG00000163348	ensembl	1	ENSG00000163348
WP4932	7q11.23 copy number variation syndrome	CPX-1099	B-WICH chromatin remodelling complex		complexportal	1	CPX-1099
WP5407	15q11q13 copy number variation	Q96MG7	NSMCE3	ENSG00000185115	uniprot	1	Q96MG7
WP4657	22q11.2 copy number variation syndrome	ENSG00000178732	GP5	ENSG00000178732	ensembl	1	ENSG00000178732
WP5406	13q12.12 copy number variation	ENSG00000107643	JNK, JNK1, MAPK8	ENSG00000107643	ensembl	1	ENSG00000107643
WP5402	10q22q23 copy number variation	HMDB0002152	11-cis-Retinal, 11-cis-Retinaldehyde		hmdb	1	HMDB0002152
WP2781	Signaling by ERBB4	ENSG00000107562	CXCL12, CXCL12 gene, SDF-, SDF-1	ENSG00000107562	ensembl	0	ENSG00000107562
WP3584	MECP2 and associated Rett syndrome	ENSG00000167244	IGF2	ENSG00000167244	ensembl	0	ENSG00000167244
WP3584	MECP2 and associated Rett syndrome	ENSG00000114062	UBE3A	ENSG00000114062	ensembl	0	ENSG00000114062
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000170027	YWHAG	ENSG00000170027	ensembl	1	ENSG00000170027
WP4657	22q11.2 copy number variation syndrome	ENSG00000125798	FOXA2	ENSG00000125798	ensembl	1	ENSG00000125798
WP4906	3q29 copy number variation syndrome	ENSG00000239122	RNU2-11P	ENSG00000239122	ensembl	1	ENSG00000239122
WP4657	22q11.2 copy number variation syndrome	ENSG00000135903	PAX3	ENSG00000135903	ensembl	1	ENSG00000135903
WP4657	22q11.2 copy number variation syndrome	CPX-6226	GATOR1 complex		complexportal	1	CPX-6226
WP4222	Phosphodiesterases in neuronal function	ENSG00000123360	PDE1B	ENSG00000123360	ensembl	0	ENSG00000123360
WP4932	7q11.23 copy number variation syndrome	ENSG00000086730	LAT2	ENSG00000086730	ensembl	1	ENSG00000086730
WP408	Oxidative stress response	10587	TRXR 2, TRXR2, TXNRD2	ENSG00000184470	ncbigene	0	10587
WP5402	10q22q23 copy number variation	CHEBI:43474	HPO4 2-, Phosphate, Pi		chebi	1	CHEBI:43474
WP5405	13q12 or CRYL1 copy number variation	CHEBI:57655	3-dehydro-L-gulonate		chebi	1	CHEBI:57655
WP4932	7q11.23 copy number variation syndrome	ENSG00000189143	CLDN4	ENSG00000189143	ensembl	1	ENSG00000189143
WP3584	MECP2 and associated Rett syndrome	MIMAT0000690	hsa-miR-296-5p		mirbase.mature	0	MIMAT0000690
WP4905	1q21.1 copy number variation syndrome	ENSG00000106617	PRKAG2	ENSG00000106617	ensembl	1	ENSG00000106617
WP4222	Phosphodiesterases in neuronal function	ENSG00000139053	PDE6H	ENSG00000139053	ensembl	0	ENSG00000139053
WP4932	7q11.23 copy number variation syndrome	ENSG00000110955	ATP5B, ATP5B gene	ENSG00000110955	ensembl	1	ENSG00000110955
WP3584	MECP2 and associated Rett syndrome	MIMAT0000279	hsa-miR-222-3p		mirbase.mature	0	MIMAT0000279
WP2781	Signaling by ERBB4	P48061	CXCL12, CXCL12(22-93)	ENSG00000107562	uniprot	0	P48061
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	CHEBI:18357	L-noradrenaline, NAd, NAd [clathrin-sculpted glutamate transport vesicle lumen], Norepinephrine		chebi	1	CHEBI:18357
WP4657	22q11.2 copy number variation syndrome	ENSG00000241973	PI4KA	ENSG00000241973	ensembl	1	ENSG00000241973
WP5402	10q22q23 copy number variation	ENSG00000188373	C10orf99	ENSG00000188373	ensembl	1	ENSG00000188373
WP4657	22q11.2 copy number variation syndrome	ENSG00000244296	RN7SL168P	ENSG00000244296	ensembl	1	ENSG00000244296
WP4657	22q11.2 copy number variation syndrome	ENSG00000132341	RAN	ENSG00000132341	ensembl	1	ENSG00000132341
WP4222, WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome, Phosphodiesterases in neuronal function	ENSG00000175344	CHRNA7	ENSG00000175344	ensembl	1	ENSG00000175344
WP4906	3q29 copy number variation syndrome	71557891	FRAX1036		pubchem.compound	1	71557891
WP4905	1q21.1 copy number variation syndrome	ENSG00000162409	AMPK, AMPK2, PRKAA2, PRKAAK2	ENSG00000162409	ensembl	1	ENSG00000162409
WP5407	15q11q13 copy number variation	ENSG00000136854	STXBP1	ENSG00000136854	ensembl	1	ENSG00000136854
WP4932	7q11.23 copy number variation syndrome	ENSG00000177885	GRB2	ENSG00000177885	ensembl	1	ENSG00000177885
WP5402	10q22q23 copy number variation	ENSG00000133665	DYDC2	ENSG00000133665	ensembl	1	ENSG00000133665
WP4657	22q11.2 copy number variation syndrome	MIRT437986	hsa-miR-9-5p		mirbase.mature	1	MIRT437986
WP4657	22q11.2 copy number variation syndrome	ENSG00000100075	SLC25A1	ENSG00000100075	ensembl	1	ENSG00000100075
WP4657	22q11.2 copy number variation syndrome	CHEBI:57880	1-phosphatidyl-1D-myo-inositol(1−), PtdIns		chebi	1	CHEBI:57880
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000169926	KLF13	ENSG00000169926	ensembl	1	ENSG00000169926
WP4940	15q11.2 copy number variation syndrome	WP4549	Fragile X Syndrome		wikipathways	1	WP4549
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000170296	GABARAP	ENSG00000170296	ensembl	1	ENSG00000170296
WP4906	3q29 copy number variation syndrome	CHEBI:57287	CoA, Coenzyme A, Coenzyme A(4-), HS-CoA, coenzyme A(4−)		chebi	1	CHEBI:57287
WP5406	13q12.12 copy number variation	ENSG00000050748	JNK2, MAPK10, MAPK9, SAPK (MAPK9), c-Jun	ENSG00000050748	ensembl	1	ENSG00000050748
WP4657	22q11.2 copy number variation syndrome	MIMAT0000451	hsa-miR-150		mirbase.mature	1	MIMAT0000451
WP4932	7q11.23 copy number variation syndrome	ENSG00000037965	HOXC8	ENSG00000037965	ensembl	1	ENSG00000037965
WP5346	8p23.1 copy number variation syndrome	ENSG00000205884	DEFB136	ENSG00000205884	ensembl	1	ENSG00000205884
WP3584	MECP2 and associated Rett syndrome	ENSG00000168769	TET2	ENSG00000168769	ensembl	0	ENSG00000168769
WP4906	3q29 copy number variation syndrome	3001028	Estrone sulfate		pubchem.compound	1	3001028
WP4657	22q11.2 copy number variation syndrome	ENSG00000003137	CYP26B1	ENSG00000003137	ensembl	1	ENSG00000003137
WP5407	15q11q13 copy number variation	Q8IX21	SLF2	ENSG00000119906	uniprot	1	Q8IX21
WP4875	Disruption of postsynaptic signaling by CNV	9379	NRXN2	ENSG00000110076	ncbigene	1	9379
WP3584	MECP2 and associated Rett syndrome	ENSG00000096060	FKBP5, FKBP5 gene	ENSG00000096060	ensembl	0	ENSG00000096060
WP2781	Signaling by ERBB4	ENSG00000130203	APOE, APOE gene	ENSG00000130203	ensembl	0	ENSG00000130203
WP408	Oxidative stress response	ENSG00000116044	NFE2L2	ENSG00000116044	ensembl	0	ENSG00000116044
WP4906	3q29 copy number variation syndrome	ENSG00000174007	CEP19	ENSG00000174007	ensembl	1	ENSG00000174007
WP4905	1q21.1 copy number variation syndrome	ENSG00000131781	FMO5	ENSG00000131781	ensembl	1	ENSG00000131781
WP3584	MECP2 and associated Rett syndrome	HMDB0000123	Glycine, glycine		hmdb	0	HMDB0000123
WP4657	22q11.2 copy number variation syndrome	WP2735	RAF/MAP  kinase cascade, RAS/MAPK signal transduction		wikipathways	1	WP2735
WP4657	22q11.2 copy number variation syndrome	ENSG00000110799	VWF	ENSG00000110799	ensembl	1	ENSG00000110799
WP4657	22q11.2 copy number variation syndrome	CHEBI:30915	2-Ketoglutaric acid, 2-Oxoglutarate, 2-oxoglutaric acid, 2OG, Oxoglutaric acid, alpha-Ketogluterate		chebi	1	CHEBI:30915
WP4657	22q11.2 copy number variation syndrome	ENSG00000099957	P2RX6	ENSG00000099957	ensembl	1	ENSG00000099957
WP5402	10q22q23 copy number variation	ENSG00000187726	DNAJB13	ENSG00000187726	ensembl	1	ENSG00000187726
WP4222	Phosphodiesterases in neuronal function	ENSG00000184845	DRD1	ENSG00000184845	ensembl	0	ENSG00000184845
WP4932	7q11.23 copy number variation syndrome	CHEBI:18111	rRNA		chebi	1	CHEBI:18111
WP4657	22q11.2 copy number variation syndrome	ENSG00000234409	CCDC188	ENSG00000234409	ensembl	1	ENSG00000234409
WP4906	3q29 copy number variation syndrome	http://rdf.wikipathways.org/Pathway/WP4906_r123416/Complex/db541	Nuclear cap-
binding complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP4906_r123416/Complex/db541
WP5402	10q22q23 copy number variation	ENSG00000083642	PDS5B	ENSG00000083642	ensembl	1	ENSG00000083642
WP4932	7q11.23 copy number variation syndrome	ENSG00000159199	ATP5MC1	ENSG00000159199	ensembl	1	ENSG00000159199
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000149257	SERPINH1, SERPINH1 gene	ENSG00000149257	ensembl	1	ENSG00000149257
WP3584	MECP2 and associated Rett syndrome	HMDB0000216	Noradrenaline, Norepinephrine		hmdb	0	HMDB0000216
WP5402	10q22q23 copy number variation	ENSG00000100218	RSPH14	ENSG00000100218	ensembl	1	ENSG00000100218
WP5402	10q22q23 copy number variation	ENSG00000112981	NME5	ENSG00000112981	ensembl	1	ENSG00000112981
WP2781	Signaling by ERBB4	P47870	GABRB2	ENSG00000145864	uniprot	0	P47870
WP2781	Signaling by ERBB4	R-HSA-1253326	ERBB4s80:TAB2:NCOR1		reactome	0	R-HSA-1253326
WP4657	22q11.2 copy number variation syndrome	ENSG00000237517	DGCR5, LINC00037	ENSG00000237517	ensembl	1	ENSG00000237517
WP4875, WP4905, WP5407	15q11q13 copy number variation, 1q21.1 copy number variation syndrome, Disruption of postsynaptic signaling by CNV	ENSG00000104067	TJP1, TJP1 gene	ENSG00000104067	ensembl	1	ENSG00000104067
WP4905	1q21.1 copy number variation syndrome	ENSG00000131791	AMPK, PRKAB2	ENSG00000131791	ensembl	1	ENSG00000131791
WP4657	22q11.2 copy number variation syndrome	ENSG00000082898	CRM1, XPO1	ENSG00000082898	ensembl	1	ENSG00000082898
WP2781	Signaling by ERBB4	R-HSA-1253284	ERBB4/m80/s80:WWP1/ITCH		reactome	0	R-HSA-1253284
WP4906, WP5346	3q29 copy number variation syndrome, 8p23.1 copy number variation syndrome	ENSG00000187778	MCRS1	ENSG00000187778	ensembl	1	ENSG00000187778
WP5346	8p23.1 copy number variation syndrome	CHEBI:44120	[thioredoxin]-dithiol		chebi	1	CHEBI:44120
WP5402	10q22q23 copy number variation	ENSG00000108219	TSPAN14	ENSG00000108219	ensembl	1	ENSG00000108219
WP2781	Signaling by ERBB4	R-HSA-109796	p21 RAS:GDP		reactome	0	R-HSA-109796
WP5402	10q22q23 copy number variation	ENSG00000160188	RSPH1	ENSG00000160188	ensembl	1	ENSG00000160188
WP4932	7q11.23 copy number variation syndrome	ENSG00000106682	EIF4H	ENSG00000106682	ensembl	1	ENSG00000106682
WP4906	3q29 copy number variation syndrome	ENSG00000126561	STAT5, STAT5A	ENSG00000126561	ensembl	1	ENSG00000126561
WP3584, WP4657	22q11.2 copy number variation syndrome, MECP2 and associated Rett syndrome	ENSG00000141027	NCOR1	ENSG00000141027	ensembl	1	ENSG00000141027
WP4657	22q11.2 copy number variation syndrome	WP4083	Reelin signalling pathway		wikipathways	1	WP4083
WP4932	7q11.23 copy number variation syndrome	ENSG00000165171	METTL27	ENSG00000165171	ensembl	1	ENSG00000165171
WP4657	22q11.2 copy number variation syndrome	ENSG00000099949	LZTR1	ENSG00000099949	ensembl	1	ENSG00000099949
WP5412	8q11.23 (RB1CC1) copy number variation	http://rdf.wikipathways.org/Pathway/WP5412_r127218/Complex/f080c	Autophagy initiation complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5412_r127218/Complex/f080c
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000152413	HOMER, HOMER1	ENSG00000152413	ensembl	1	ENSG00000152413
WP4657	22q11.2 copy number variation syndrome	ENSG00000146648	EGFR, EGFR gene, ErbB-1	ENSG00000146648	ensembl	1	ENSG00000146648
WP4906	3q29 copy number variation syndrome	ENSG00000224614	TNK2-AS1	ENSG00000224614	ensembl	1	ENSG00000224614
WP3584, WP4657, WP5406	13q12.12 copy number variation, 22q11.2 copy number variation syndrome, MECP2 and associated Rett syndrome	ENSG00000105695	MAG, MAG gene, MBP gene	ENSG00000105695	ensembl	1	ENSG00000105695
WP4942	15q13.3 copy number variation syndrome	ENSG00000278696	RN7SL82P	ENSG00000278696	ensembl	1	ENSG00000278696
WP4222	Phosphodiesterases in neuronal function	HMDB0001847	Caffeine, caffeine		hmdb	0	HMDB0001847
WP2781	Signaling by ERBB4	P14867	GABRA1	ENSG00000022355	uniprot	0	P14867
WP5402	10q22q23 copy number variation	ENSG00000178217	SH2D4B	ENSG00000178217	ensembl	1	ENSG00000178217
WP4657	22q11.2 copy number variation syndrome	ENSG00000129910	CDH15	ENSG00000129910	ensembl	1	ENSG00000129910
WP2781	Signaling by ERBB4	Q96J02	ITCH	ENSG00000078747	uniprot	0	Q96J02
WP5408	15q25 copy number variation	ENSG00000118363	SPCS2	ENSG00000118363	ensembl	1	ENSG00000118363
WP4083	Reelin signaling pathway	Q96B97	SH3KBP1, Ub-SH3KBP1	ENSG00000147010	uniprot	0	Q96B97
WP4940	15q11.2 copy number variation syndrome	ENSG00000137822	TUBGCP4	ENSG00000137822	ensembl	1	ENSG00000137822
WP4932	7q11.23 copy number variation syndrome	ENSG00000166147	FBN1	ENSG00000166147	ensembl	1	ENSG00000166147
WP4657	22q11.2 copy number variation syndrome	ENSG00000206145	P2RX6P	ENSG00000206145	ensembl	1	ENSG00000206145
WP4906	3q29 copy number variation syndrome	ENSG00000174013	FBXO45	ENSG00000174013	ensembl	1	ENSG00000174013
WP4932	7q11.23 copy number variation syndrome	Q9UIG0	BAZ1B	ENSG00000009954	uniprot	1	Q9UIG0
WP3584	MECP2 and associated Rett syndrome	ENSG00000234906	APOC2, APOC2 gene	ENSG00000234906	ensembl	0	ENSG00000234906
WP5402	10q22q23 copy number variation	CHEBI:29103	K+, Potassium, potassium		chebi	1	CHEBI:29103
WP5402	10q22q23 copy number variation	ENSG00000164754	RAD21	ENSG00000164754	ensembl	1	ENSG00000164754
WP3584	MECP2 and associated Rett syndrome	ENSG00000198793	MTOR, mTOR, mTORC1	ENSG00000198793	ensembl	0	ENSG00000198793
WP408	Oxidative stress response	2936	GSR	ENSG00000104687	ncbigene	0	2936
WP4942	15q13.3 copy number variation syndrome	ENSG00000277467	RN7SL628P	ENSG00000277467	ensembl	1	ENSG00000277467
WP4906	3q29 copy number variation syndrome	ENSG00000177606	AP1, JUN, c-JUN, c-Jun, c-jun, cJUN	ENSG00000177606	ensembl	1	ENSG00000177606
WP4657	22q11.2 copy number variation syndrome	ENSG00000138758	SEPTIN11	ENSG00000138758	ensembl	1	ENSG00000138758
WP2781, WP4083, WP4657, WP4932, WP5346, WP5408	15q25 copy number variation, 22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome, Reelin signaling pathway, Signaling by ERBB4	CHEBI:456216	ADP, ADP(3−)		chebi	1	CHEBI:456216
WP5406, WP5412	13q12.12 copy number variation, 8q11.23 (RB1CC1) copy number variation	ENSG00000127191	TRAF2	ENSG00000127191	ensembl	1	ENSG00000127191
WP2781	Signaling by ERBB4	R-HSA-1257604	PIP3 activates AKT signaling		reactome	0	R-HSA-1257604
WP4222, WP4875, WP5398	Disruption of postsynaptic signaling by CNV, NRXN1 deletion syndrome, Phosphodiesterases in neuronal function	ENSG00000183454	GRIN2A, GRIN2A gene	ENSG00000183454	ensembl	1	ENSG00000183454
WP4932	7q11.23 copy number variation syndrome	P16104	Gamma H2AX, H2AFX, H2AX, Histone H2AX, K63PolyUb-K14,K16,p-S140-H2AFX, Me2sR4-H2AFX, p-S140,Y143-H2AFX, p-S140-H2AFX, p-Y143-H2AFX	ENSG00000188486	uniprot	1	P16104
WP4905	1q21.1 copy number variation syndrome	ENSG00000201142	RNU1-151P	ENSG00000201142	ensembl	1	ENSG00000201142
WP5408	15q25 copy number variation	ENSG00000166716	ZNF592	ENSG00000166716	ensembl	1	ENSG00000166716
WP4932	7q11.23 copy number variation syndrome	ENSG00000170035	UBE2E3	ENSG00000170035	ensembl	1	ENSG00000170035
